package,owner,shallow,deep
BasisMatrices,QuantEcon,"[""Combinatorics"", ""QuantEcon""]","[""Calculus"", ""MathProgBase"", ""RecipesBase"", ""SpecialFunctions"", ""Requires"", ""AbstractFFTs"", ""Distributions"", ""Primes"", ""OpenSpecFun_jll"", ""Missings"", ""Polynomials"", ""MKL_jll"", ""PDMats"", ""FFTW_jll"", ""CommonSubexpressions"", ""StatsBase"", ""StaticArrays"", ""PositiveFactorizations"", ""Parsers"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""Zlib_jll"", ""Rmath"", ""Tokenize"", ""NLopt"", ""CMake"", ""VersionParsing"", ""DiffRules"", ""MacroTools"", ""FillArrays"", ""FFTW"", ""ForwardDiff"", ""Arpack"", ""DSP"", ""OrderedCollections"", ""Nullables"", ""DataStructures"", ""Compat"", ""StatsFuns"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""CodecZlib"", ""ArnoldiMethod"", ""ArrayInterface"", ""Optim"", ""Inflate"", ""SimpleTraits"", ""SortingAlgorithms"", ""FiniteDiff"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""JSON"", ""Rmath_jll"", ""NLSolversBase"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""Reexport"", ""URIParser"", ""CMakeWrapper"", ""LightGraphs"", ""OpenBLAS_jll"", ""BinaryProvider"", ""LineSearches"", ""DiffResults"", ""IterTools"", ""Arpack_jll""]"
Batched,Roger-luo,"[""CUDAapi""]",String[]
BatchedRoutines,Roger-luo,"[""CUDAapi""]",String[]
BayesNets,sisl,"[""LightGraphs"", ""Distributions"", ""Discretizers"", ""IterTools"", ""StatsBase"", ""DataStructures"", ""TikzGraphs"", ""DataFrames"", ""Parameters"", ""SpecialFunctions"", ""Reexport"", ""LightXML""]","[""Arpack"", ""TableTraits"", ""OrderedCollections"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""Compat"", ""CategoricalArrays"", ""StatsFuns"", ""RecipesBase"", ""CompilerSupportLibraries_jll"", ""Requires"", ""TranscodingStreams"", ""TikzPictures"", ""PooledArrays"", ""OpenSpecFun_jll"", ""Missings"", ""CodecZlib"", ""ArnoldiMethod"", ""Polynomials"", ""PDMats"", ""Inflate"", ""SimpleTraits"", ""SortingAlgorithms"", ""WeakRefStrings"", ""JSON"", ""Rmath_jll"", ""QuadGK"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""Parsers"", ""URIParser"", ""DataStreams"", ""OpenBLAS_jll"", ""Zlib_jll"", ""Rmath"", ""Tokenize"", ""BinaryProvider"", ""LaTeXStrings"", ""DataValueInterfaces"", ""Tables"", ""MacroTools"", ""Arpack_jll"", ""NamedTuples"", ""FillArrays""]"
BayesOpt,jbrea,"[""BinaryProvider""]",String[]
BayesianIntegral,s-baumann,"[""Distributions"", ""Sobol"", ""HCubature""]","[""PDMats"", ""SortingAlgorithms"", ""Arpack"", ""OrderedCollections"", ""StatsBase"", ""DataStructures"", ""Compat"", ""Rmath_jll"", ""StatsFuns"", ""QuadGK"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""RecipesBase"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""URIParser"", ""OpenBLAS_jll"", ""Rmath"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""Missings"", ""Combinatorics"", ""Polynomials"", ""Arpack_jll"", ""FillArrays""]"
BayesianLinearRegressors,willtebbutt,"[""FDM"", ""Zygote"", ""Distributions"", ""IRTools""]","[""ForwardDiff"", ""Arpack"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""StatsFuns"", ""RecipesBase"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Requires"", ""AbstractFFTs"", ""OpenSpecFun_jll"", ""ArrayLayouts"", ""TimerOutputs"", ""Missings"", ""Polynomials"", ""MKL_jll"", ""PDMats"", ""FFTW_jll"", ""SortingAlgorithms"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""CommonSubexpressions"", ""JSON"", ""StatsBase"", ""Rmath_jll"", ""QuadGK"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""Parsers"", ""NNlib"", ""Reexport"", ""NaNMath"", ""URIParser"", ""OpenBLAS_jll"", ""Rmath"", ""Tokenize"", ""BinaryProvider"", ""DiffResults"", ""ZygoteRules"", ""VersionParsing"", ""DiffRules"", ""Crayons"", ""MacroTools"", ""Arpack_jll"", ""FillArrays"", ""FFTW""]"
BayesianNonparametrics,OFAI,"[""Distributions"", ""Combinatorics"", ""Clustering"", ""ProgressMeter"", ""StatsFuns""]","[""PDMats"", ""SortingAlgorithms"", ""Arpack"", ""OrderedCollections"", ""StatsBase"", ""DataStructures"", ""Compat"", ""Distances"", ""Rmath_jll"", ""QuadGK"", ""StaticArrays"", ""RecipesBase"", ""DataAPI"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""URIParser"", ""OpenBLAS_jll"", ""Rmath"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""NearestNeighbors"", ""Missings"", ""Polynomials"", ""Arpack_jll"", ""FillArrays""]"
BayesianOptimization,jbrea,"[""ForwardDiff"", ""TimerOutputs"", ""DiffResults"", ""GaussianProcesses"", ""NLopt"", ""ElasticPDMats"", ""ElasticArrays"", ""SpecialFunctions"", ""Sobol""]","[""Calculus"", ""MathProgBase"", ""RecipesBase"", ""Zygote"", ""Requires"", ""AbstractFFTs"", ""Distributions"", ""IRTools"", ""FastGaussQuadrature"", ""OpenSpecFun_jll"", ""ArrayLayouts"", ""Missings"", ""Polynomials"", ""ProgressMeter"", ""MKL_jll"", ""PDMats"", ""FFTW_jll"", ""CommonSubexpressions"", ""StatsBase"", ""DocStringExtensions"", ""StaticArrays"", ""PositiveFactorizations"", ""Parsers"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""Rmath"", ""Tokenize"", ""CMake"", ""VersionParsing"", ""DiffRules"", ""MacroTools"", ""FillArrays"", ""FFTW"", ""Arpack"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""StatsFuns"", ""CompilerSupportLibraries_jll"", ""ArrayInterface"", ""ScikitLearnBase"", ""Optim"", ""SortingAlgorithms"", ""FiniteDiff"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""JSON"", ""Distances"", ""Rmath_jll"", ""NLSolversBase"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""NNlib"", ""Reexport"", ""CMakeWrapper"", ""URIParser"", ""Documenter"", ""OpenBLAS_jll"", ""BinaryProvider"", ""LineSearches"", ""ZygoteRules"", ""Crayons"", ""Arpack_jll""]"
BayesianTools,gragusa,"[""Distributions"", ""Reexport"", ""StatsFuns""]","[""PDMats"", ""OpenBLAS_jll"", ""Rmath"", ""SortingAlgorithms"", ""BinaryProvider"", ""Arpack"", ""OpenSpecFun_jll"", ""OrderedCollections"", ""Missings"", ""StatsBase"", ""DataStructures"", ""Compat"", ""Rmath_jll"", ""Polynomials"", ""QuadGK"", ""RecipesBase"", ""DataAPI"", ""Arpack_jll"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""FillArrays"", ""URIParser""]"
BeaData,stephenbnicar,"[""HTTP"", ""DataStructures"", ""JSON"", ""DataFrames"", ""DocStringExtensions""]","[""SortingAlgorithms"", ""TableTraits"", ""OrderedCollections"", ""InvertedIndices"", ""WeakRefStrings"", ""IteratorInterfaceExtensions"", ""StatsBase"", ""Compat"", ""CategoricalArrays"", ""DataAPI"", ""Parsers"", ""Requires"", ""Reexport"", ""TranscodingStreams"", ""DataStreams"", ""Zlib_jll"", ""BinaryProvider"", ""PooledArrays"", ""Missings"", ""IniFile"", ""DataValueInterfaces"", ""CodecZlib"", ""Tables"", ""MbedTLS"", ""MbedTLS_jll"", ""NamedTuples""]"
Beauty,Quantum-Factory,"[""Unitful"", ""Documenter"", ""DataFrames"", ""DocStringExtensions"", ""Requires"", ""Measurements""]","[""SortingAlgorithms"", ""TableTraits"", ""ConstructionBase"", ""WeakRefStrings"", ""InvertedIndices"", ""OrderedCollections"", ""IteratorInterfaceExtensions"", ""JSON"", ""StatsBase"", ""DataStructures"", ""Compat"", ""CategoricalArrays"", ""Calculus"", ""QuadGK"", ""DataAPI"", ""RecipesBase"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Parsers"", ""Reexport"", ""TranscodingStreams"", ""URIParser"", ""DataStreams"", ""Zlib_jll"", ""BinaryProvider"", ""PooledArrays"", ""OpenSpecFun_jll"", ""Missings"", ""DataValueInterfaces"", ""CodecZlib"", ""Tables"", ""Polynomials"", ""NamedTuples""]"
Bedgraph,CiaranOMara,String[],String[]
BedgraphFiles,CiaranOMara,"[""TableTraits"", ""TableShowUtils"", ""IteratorInterfaceExtensions"", ""FileIO"", ""TableTraitsUtils"", ""DataFrames"", ""DataValues"", ""Requires"", ""Bedgraph"", ""IterableTables""]","[""SortingAlgorithms"", ""WeakRefStrings"", ""InvertedIndices"", ""OrderedCollections"", ""Nullables"", ""JSON"", ""StatsBase"", ""DataStructures"", ""Compat"", ""CategoricalArrays"", ""DataAPI"", ""Parsers"", ""TranscodingStreams"", ""Reexport"", ""DataStreams"", ""Zlib_jll"", ""BinaryProvider"", ""PooledArrays"", ""Missings"", ""DataValueInterfaces"", ""CodecZlib"", ""Tables"", ""NamedTuples""]"
BeliefUpdaters,JuliaPOMDP,"[""StatsBase"", ""POMDPModelTools"", ""POMDPs""]","[""Arpack"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""StatsFuns"", ""RecipesBase"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""TranscodingStreams"", ""Distributions"", ""OpenSpecFun_jll"", ""Missings"", ""CodecZlib"", ""ArnoldiMethod"", ""Polynomials"", ""NamedTupleTools"", ""PDMats"", ""SortingAlgorithms"", ""Inflate"", ""SimpleTraits"", ""Rmath_jll"", ""QuadGK"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""UnicodePlots"", ""URIParser"", ""LightGraphs"", ""OpenBLAS_jll"", ""Zlib_jll"", ""Rmath"", ""Tokenize"", ""BinaryProvider"", ""Crayons"", ""MacroTools"", ""Arpack_jll"", ""FillArrays""]"
BenchmarkCI,tkf,"[""JSON"", ""PkgBenchmark"", ""Setfield"", ""CpuId""]","[""ProgressLogging"", ""BenchmarkTools"", ""Tokenize"", ""ConstructionBase"", ""WeakRefStrings"", ""OrderedCollections"", ""Missings"", ""DataStructures"", ""Compat"", ""LeftChildRightSiblingTrees"", ""TerminalLoggers"", ""ProgressMeter"", ""MacroTools"", ""DataAPI"", ""AbstractTrees"", ""CSTParser"", ""Parsers"", ""Requires""]"
BenchmarkProfiles,JuliaSmoothOptimizers,"[""Plots"", ""NaNMath""]","[""LAME_jll"", ""SortingAlgorithms"", ""FFMPEG_jll"", ""WeakRefStrings"", ""OrderedCollections"", ""FreeType2_jll"", ""PlotUtils"", ""JSON"", ""StatsBase"", ""DataStructures"", ""Compat"", ""x265_jll"", ""libass_jll"", ""GeometryTypes"", ""libfdk_aac_jll"", ""Ogg_jll"", ""Measures"", ""StaticArrays"", ""RecipesBase"", ""DataAPI"", ""Parsers"", ""Requires"", ""Reexport"", ""Showoff"", ""GR"", ""Zlib_jll"", ""LibVPX_jll"", ""BinaryProvider"", ""FixedPointNumbers"", ""FriBidi_jll"", ""Opus_jll"", ""IterTools"", ""x264_jll"", ""Missings"", ""libvorbis_jll"", ""ColorTypes"", ""Bzip2_jll"", ""Colors"", ""FFMPEG"", ""OpenSSL_jll"", ""PlotThemes"", ""Contour""]"
BenchmarkTools,JuliaCI,"[""JSON""]","[""DataAPI"", ""WeakRefStrings"", ""Missings"", ""Parsers""]"
BernoulliFactory,awllee,"[""NonUniformRandomVariateGeneration""]","[""Compat""]"
BetweenFlags,charleskawczynski,"[""Documenter"", ""Compat"", ""Coverage"", ""Literate"", ""DocumenterTools""]","[""HTTP"", ""WeakRefStrings"", ""JSON"", ""CoverageTools"", ""DocStringExtensions"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""URIParser"", ""BinaryProvider"", ""Sass"", ""Missings"", ""IniFile"", ""VersionParsing"", ""MbedTLS"", ""Git"", ""MbedTLS_jll"", ""Homebrew""]"
Bhaskara,mcabbott,String[],String[]
BigArrays,seung-lab,"[""Memoize"", ""GoogleCloud"", ""OffsetArrays"", ""HTTP"", ""CodecZlib"", ""JSON"", ""CodecZstd"", ""AWSCore"", ""ImageMagick"", ""AWSS3"", ""TranscodingStreams"", ""Blosc""]","[""Libz"", ""PaddedViews"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""EzXML"", ""ImageMagick_jll"", ""ExprTools"", ""Requires"", ""Zstd_jll"", ""AbstractFFTs"", ""FixedPointNumbers"", ""Missings"", ""SymDict"", ""MsgPack"", ""ColorTypes"", ""BufferedStreams"", ""Retry"", ""MbedTLS"", ""FileIO"", ""MbedTLS_jll"", ""ImageCore"", ""MKL_jll"", ""Libiconv_jll"", ""Mocking"", ""LazyJSON"", ""FFTW_jll"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""XML2_jll"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""Parsers"", ""Parameters"", ""Reexport"", ""Graphics"", ""XMLDict"", ""CMakeWrapper"", ""URIParser"", ""NaNMath"", ""Zlib_jll"", ""Tokenize"", ""BinaryProvider"", ""IterTools"", ""JpegTurbo_jll"", ""IniFile"", ""Libtiff_jll"", ""MappedArrays"", ""CMake"", ""VersionParsing"", ""Colors"", ""MacroTools"", ""FilePathsBase"", ""libpng_jll"", ""FFTW""]"
BigCombinatorics,scheinerman,"[""Combinatorics""]","[""RecipesBase"", ""Polynomials""]"
BigG,Moelf,"[""YAML"", ""DataFrames"", ""Mustache"", ""LightXML""]","[""SortingAlgorithms"", ""TableTraits"", ""WeakRefStrings"", ""InvertedIndices"", ""OrderedCollections"", ""IteratorInterfaceExtensions"", ""JSON"", ""StatsBase"", ""DataStructures"", ""Compat"", ""CategoricalArrays"", ""DataAPI"", ""Parsers"", ""Requires"", ""TranscodingStreams"", ""Reexport"", ""DataStreams"", ""Zlib_jll"", ""BinaryProvider"", ""PooledArrays"", ""Missings"", ""DataValueInterfaces"", ""CodecZlib"", ""Tables"", ""NamedTuples"", ""Codecs""]"
BigMacro,nosewings,"[""MacroTools""]","[""DataStructures"", ""Compat"", ""CSTParser"", ""OrderedCollections"", ""Tokenize""]"
Bijectors,TuringLang,"[""ForwardDiff"", ""Distributions"", ""Roots"", ""MappedArrays"", ""Tracker"", ""Compat"", ""StatsFuns"", ""NNlib"", ""ArgCheck"", ""Requires"", ""Reexport""]","[""Arpack"", ""OrderedCollections"", ""DataStructures"", ""RecipesBase"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Adapt"", ""TimerOutputs"", ""OpenSpecFun_jll"", ""Missings"", ""Polynomials"", ""PDMats"", ""SortingAlgorithms"", ""CommonSubexpressions"", ""StatsBase"", ""Rmath_jll"", ""QuadGK"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""NaNMath"", ""URIParser"", ""OpenBLAS_jll"", ""Rmath"", ""Tokenize"", ""BinaryProvider"", ""DiffResults"", ""DiffRules"", ""Crayons"", ""MacroTools"", ""Arpack_jll"", ""FillArrays""]"
BilevelOptimization,matbesancon,"[""JuMP""]","[""Libz"", ""ForwardDiff"", ""HTTP"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""Calculus"", ""MathProgBase"", ""HTTPClient"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Expat_jll"", ""TranscodingStreams"", ""LibExpat"", ""OpenSpecFun_jll"", ""Missings"", ""ReverseDiffSparse"", ""CodecZlib"", ""BufferedStreams"", ""MbedTLS"", ""MbedTLS_jll"", ""BenchmarkTools"", ""WinRPM"", ""WeakRefStrings"", ""CommonSubexpressions"", ""JSON"", ""JSONSchema"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""MathOptInterface"", ""NaNMath"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""DiffResults"", ""IniFile"", ""LibCURL"", ""Bzip2_jll"", ""DiffRules"", ""CodecBzip2"", ""MutableArithmetics""]"
BinDeps,JuliaPackaging,"[""Compat"", ""URIParser""]",String[]
BinaryBuilder,JuliaPackaging,"[""BinaryProvider"", ""GitHub"", ""HTTP"", ""RegistryTools"", ""PkgLicenses"", ""ghr_jll"", ""JSON"", ""ObjectFile"", ""MbedTLS"", ""ProgressMeter"", ""JLD2"", ""Registrator"", ""Reexport""]","[""TableTraits"", ""OrderedCollections"", ""Lazy"", ""IteratorInterfaceExtensions"", ""ZMQ"", ""DataStructures"", ""Compat"", ""Pidfile"", ""Requires"", ""TranscodingStreams"", ""Mux"", ""JSON2"", ""Missings"", ""CodecZlib"", ""StructIO"", ""FileIO"", ""MbedTLS_jll"", ""AssetRegistry"", ""WeakRefStrings"", ""Hiccup"", ""GitForge"", ""DataAPI"", ""AutoHashEquals"", ""CSTParser"", ""Parsers"", ""Mustache"", ""Zlib_jll"", ""TimeToLive"", ""Tokenize"", ""IniFile"", ""DataValueInterfaces"", ""Tables"", ""WebSockets"", ""MacroTools"", ""ZeroMQ_jll""]"
BinaryProvider,JuliaPackaging,String[],String[]
BinningAnalysis,crstnbr,"[""EllipsisNotation"", ""Lazy"", ""RecursiveArrayTools"", ""Reexport""]","[""Tokenize"", ""OrderedCollections"", ""ZygoteRules"", ""DataStructures"", ""Compat"", ""ArrayInterface"", ""MacroTools"", ""StaticArrays"", ""RecipesBase"", ""CSTParser"", ""Requires""]"
Bio,BioJulia,"[""GeneticVariation"", ""BioSequences"", ""BioAlignments"", ""BioStructures"", ""BioTools"", ""GenomicFeatures"", ""BioCore"", ""BioServices""]","[""Automa"", ""TableTraits"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""RecipesBase"", ""DataFrames"", ""Requires"", ""FixedPointNumbers"", ""PooledArrays"", ""Missings"", ""MsgPack"", ""Combinatorics"", ""BufferedStreams"", ""Polynomials"", ""FileIO"", ""Libiconv_jll"", ""Gumbo"", ""IntervalTrees"", ""StatsBase"", ""YAML"", ""StaticArrays"", ""Parsers"", ""XMLDict"", ""Zlib_jll"", ""Tokenize"", ""IndexableBitVectors"", ""MacroTools"", ""NamedTuples"", ""Codecs"", ""Libz"", ""Arpack"", ""HTTP"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""EzXML"", ""CategoricalArrays"", ""JLD2"", ""TranscodingStreams"", ""CodecZlib"", ""Format"", ""ColorTypes"", ""ArnoldiMethod"", ""MbedTLS"", ""MbedTLS_jll"", ""Twiddle"", ""MetaGraphs"", ""Inflate"", ""SimpleTraits"", ""SortingAlgorithms"", ""WeakRefStrings"", ""JSON"", ""XML2_jll"", ""BGZFStreams"", ""DataAPI"", ""CSTParser"", ""Reexport"", ""URIParser"", ""LightGraphs"", ""OpenBLAS_jll"", ""DataStreams"", ""BinaryProvider"", ""BioSymbols"", ""IterTools"", ""MMTF"", ""IniFile"", ""DataValueInterfaces"", ""Tables"", ""Arpack_jll"", ""AbstractTrees""]"
Bio3DView,jgreener64,"[""Requires""]",String[]
BioAlignments,BioJulia,"[""Automa"", ""BioSymbols"", ""IntervalTrees"", ""GenomicFeatures"", ""BioCore"", ""BioSequences"", ""BufferedStreams"", ""BGZFStreams""]","[""Libz"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""YAML"", ""RecipesBase"", ""TranscodingStreams"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""FixedPointNumbers"", ""Combinatorics"", ""CodecZlib"", ""ColorTypes"", ""Polynomials"", ""IndexableBitVectors"", ""Codecs"", ""Twiddle""]"
BioCore,BioJulia,"[""YAML"", ""BufferedStreams"", ""Automa""]","[""DataStructures"", ""Compat"", ""OrderedCollections"", ""Codecs"", ""TranscodingStreams""]"
BioEnergeticFoodWebs,PoisotLab,"[""Distributions"", ""JLD"", ""JSON"", ""StatsBase"", ""OrdinaryDiffEq"", ""DiffEqCallbacks""]","[""Latexify"", ""RecipesBase"", ""SparseDiffTools"", ""AbstractFFTs"", ""BufferedStreams"", ""Polynomials"", ""FileIO"", ""MKL_jll"", ""CommonSubexpressions"", ""DiffEqBase"", ""Zlib_jll"", ""CMake"", ""NLsolve"", ""RecursiveArrayTools"", ""FillArrays"", ""Libz"", ""Arpack"", ""Juno"", ""OrderedCollections"", ""TreeViews"", ""LazyArrays"", ""Compat"", ""HTTPClient"", ""MLStyle"", ""Media"", ""TerminalLoggers"", ""Inflate"", ""LegibleLambdas"", ""CMakeWrapper"", ""AbstractTrees"", ""Homebrew"", ""Requires"", ""Missings"", ""ProgressMeter"", ""ExponentialUtilities"", ""StaticArrays"", ""Parameters"", ""DiffEqDiffTools"", ""Tokenize"", ""LibCURL"", ""VersionParsing"", ""StatsFuns"", ""TranscodingStreams"", ""Blosc"", ""TimerOutputs"", ""Formatting"", ""IterativeSolvers"", ""CodecZlib"", ""HDF5"", ""ArnoldiMethod"", ""ArrayInterface"", ""MbedTLS"", ""JuliaVariables"", ""ConsoleProgressMonitor"", ""FiniteDiff"", ""IntelOpenMP_jll"", ""PrettyPrint"", ""MatrixFactorizations"", ""Distances"", ""LeftChildRightSiblingTrees"", ""Rmath_jll"", ""NLSolversBase"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""NNlib"", ""Reexport"", ""Crayons"", ""TableTraits"", ""ModelingToolkit"", ""Zygote"", ""IRTools"", ""ArrayLayouts"", ""ProgressLogging"", ""FFTW_jll"", ""GeneralizedGenerated"", ""Parsers"", ""BlockBandedMatrices"", ""MacroTools"", ""NamedTuples"", ""CanonicalTraits"", ""LegacyStrings"", ""DataStructures"", ""Expat_jll"", ""Adapt"", ""FunctionWrappers"", ""LoggingExtras"", ""MbedTLS_jll"", ""SortingAlgorithms"", ""BandedMatrices"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""LinearMaps"", ""BinaryProvider"", ""LineSearches"", ""Roots"", ""ZygoteRules"", ""Arpack_jll"", ""UnPack"", ""MuladdMacro"", ""IteratorInterfaceExtensions"", ""Calculus"", ""SpecialFunctions"", ""OpenSpecFun_jll"", ""PDMats"", ""WinRPM"", ""HDF5_jll"", ""DocStringExtensions"", ""NameResolution"", ""NaNMath"", ""Rmath"", ""DiffEqOperators"", ""LaTeXStrings"", ""DiffRules"", ""BlockArrays"", ""ChainRulesCore"", ""FFTW"", ""ForwardDiff"", ""RecursiveFactorization"", ""HTTP"", ""CompilerSupportLibraries_jll"", ""LibExpat"", ""GenericSVD"", ""VertexSafeGraphs"", ""SimpleTraits"", ""Conda"", ""WeakRefStrings"", ""LightGraphs"", ""DiffResults"", ""IniFile"", ""Cassette""]"
BioMedQuery,bcbi,"[""CSV"", ""XMLDict"", ""DataStreams"", ""SQLite"", ""ZipFile"", ""HTTP"", ""BioServices"", ""FTPClient"", ""DataFrames"", ""MySQL"", ""LightXML""]","[""TableTraits"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""SpecialFunctions"", ""Requires"", ""PooledArrays"", ""ArrayLayouts"", ""OpenSpecFun_jll"", ""InternedStrings"", ""Missings"", ""Libiconv_jll"", ""Gumbo"", ""StatsBase"", ""StaticArrays"", ""Parsers"", ""Zlib_jll"", ""MariaDB_Connector_C_jll"", ""Tokenize"", ""DecFP"", ""LibCURL"", ""MacroTools"", ""FilePathsBase"", ""NamedTuples"", ""FillArrays"", ""LegacyStrings"", ""OrderedCollections"", ""LazyArrays"", ""DataStructures"", ""Compat"", ""EzXML"", ""CategoricalArrays"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""CodecZlib"", ""MbedTLS"", ""MbedTLS_jll"", ""OpenSSL_jll"", ""SortingAlgorithms"", ""WeakRefStrings"", ""JSON"", ""XML2_jll"", ""DataAPI"", ""LibCURL_jll"", ""BinDeps"", ""CSTParser"", ""Reexport"", ""URIParser"", ""LibSSH2_jll"", ""BinaryProvider"", ""IterTools"", ""DBInterface"", ""IniFile"", ""DataValueInterfaces"", ""Tables"", ""SQLite_jll"", ""AbstractTrees""]"
BioSequences,BioJulia,"[""Automa"", ""BioSymbols"", ""IntervalTrees"", ""BioCore"", ""Combinatorics"", ""DataStructures"", ""BufferedStreams"", ""IndexableBitVectors"", ""Twiddle""]","[""OrderedCollections"", ""Compat"", ""YAML"", ""Polynomials"", ""RecipesBase"", ""Codecs"", ""TranscodingStreams""]"
BioServices,BioJulia,"[""HTTP"", ""JSON"", ""Gumbo"", ""XMLDict""]","[""Zlib_jll"", ""BinaryProvider"", ""IterTools"", ""WeakRefStrings"", ""OrderedCollections"", ""Missings"", ""IniFile"", ""DataStructures"", ""Compat"", ""EzXML"", ""XML2_jll"", ""MbedTLS"", ""MbedTLS_jll"", ""DataAPI"", ""AbstractTrees"", ""Parsers"", ""Libiconv_jll""]"
BioStructures,BioJulia,"[""LightGraphs"", ""BioAlignments"", ""MetaGraphs"", ""BioSymbols"", ""MMTF"", ""BioCore"", ""CodecZlib"", ""Format"", ""BioSequences"", ""RecipesBase"", ""DataFrames""]","[""Automa"", ""TableTraits"", ""InvertedIndices"", ""GenomicFeatures"", ""IteratorInterfaceExtensions"", ""Requires"", ""FixedPointNumbers"", ""PooledArrays"", ""Missings"", ""MsgPack"", ""Combinatorics"", ""BufferedStreams"", ""Polynomials"", ""FileIO"", ""IntervalTrees"", ""StatsBase"", ""YAML"", ""StaticArrays"", ""Parsers"", ""Zlib_jll"", ""Tokenize"", ""IndexableBitVectors"", ""MacroTools"", ""NamedTuples"", ""Codecs"", ""Libz"", ""Arpack"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""CategoricalArrays"", ""JLD2"", ""TranscodingStreams"", ""ColorTypes"", ""ArnoldiMethod"", ""Twiddle"", ""Inflate"", ""SimpleTraits"", ""SortingAlgorithms"", ""WeakRefStrings"", ""JSON"", ""BGZFStreams"", ""DataAPI"", ""CSTParser"", ""Reexport"", ""URIParser"", ""DataStreams"", ""OpenBLAS_jll"", ""BinaryProvider"", ""DataValueInterfaces"", ""Tables"", ""Arpack_jll""]"
